claim_id,evidence_rank,citation,evidence_type,source_url,evidence_excerpt
65a2e61fa19416e7:C03,4,91 FR 45105,agency_explanation,,"Since an F-1 student now has 30 days, rather than the previously allotted 60 days, to depart the country or to otherwise maintain status after their completion of their program or program end date, it follows that they need to file a Form I-765 or successor form for post-completion OPT within 30 days, rather than the previously allotted 60 days, after their program end date. See new 8 CFR 214.2(f)(11)(i)(B)(2). This has been retained in the final rule."
65a2e61fa19416e7:C03,5,91 FR 45106,agency_explanation,,"Many F-1 students complete a program of study or post-completion OPT in mid-spring or early summer. Per existing regulations, after completing their program or post-completion OPT, F-1 students have 60 days (which DHS is proposing to change to 30 days) to take the steps necessary to maintain legal status or depart the United States. See new 8 CFR 214.2(f)(5)(v). However, because the change to H-1B status cannot occur until October 1, an F-1 student whose program or post-completion OPT expires in mid-spring has two or more months following the 60-day period before the authorized period of H-1B status can commence. To address this situation, commonly known as the ""cap-gap,"" DHS established regulations that automatically extended F-1 D/S and, if applicable, post-completion OPT employment authorization for certain F-1 nonimmigrants until April 1 of the fiscal year for which the H-1B status is being requested or until the validity start date of the approved petition, whichever is earlier. See redesignated 8 CFR 214.2(f)(5)(vii). The extension of F-1 D/S and OPT employment authorization is commonly known as the ""cap-gap extension."" This rule does not change the ""cap-gap extension"" provisions; it simply removes the reference to D/S and makes clear that an automatic extension will be granted to those with a fixed period of stay."
65a2e61fa19416e7:C04,1,8 CFR 214.2(f)(7)(i)(C)(1),regulatory_text,,"(1) A currently issued Form I-20, or successor form, indicating additional time is left to complete his or her program of study; or"
65a2e61fa19416e7:C04,2,8 CFR 214.2(i)(3)(i),regulatory_text,,"(3) Admission--(i) Length of admission. Generally, aliens seeking admission in I nonimmigrant status may be admitted for a period of time necessary to complete the planned activities or assignments consistent with the I classification, not to exceed 240 days unless paragraph (i)(3)(ii) of this section applies."
65a2e61fa19416e7:C04,3,8 CFR 214.2(f)(5)(v),regulatory_text,,"(v) Period of preparation for departure or to otherwise maintain lawful status in the United States. An F-1 student who has completed a course of study and any authorized practical training will be allowed an additional 30-day period from the program end date or the 4 year maximum period of admission, or the end date of the approved employment authorization for post-completion OPT or STEM OPT, as applicable, to prepare for departure from the United States, or to otherwise seek to maintain lawful status, including timely filing an extension of stay application in accordance with paragraph (f)(7) of this section and Sec. 214.1 or timely filing a change of status application in accordance with 8 CFR 248.1(a). The 30-day period will be reflected on the F-1 student's Arrival/Departure Record, Form I-94, or successor form. However, if the F-1 student ends his or her study or training prior to expiration of his or her period of admission, the F-1 student, and any eligible dependents, must, within 30 days from the end date of the study or training, depart the United States or otherwise seek to maintain lawful status. An F-1 student authorized by the designated school official to withdraw from classes will be allowed a 15-day period from the date of the withdrawal to depart the United States. An F-1 student who fails to maintain a full course of study or otherwise fails to maintain status is not eligible for any additional period of time for departure and must leave the country immediately."
65a2e61fa19416e7:C04,4,91 FR 45108,agency_explanation,,"Apart from pursuing a new course of study, DHS appreciates that the time for study can legitimately fluctuate given the changing goals and actions of the student. For example, a student may experience compelling academic or medical reasons, or circumstances beyond their control that cause them to need additional time in the United States beyond the predetermined end date of the program in which they were initially enrolled. DHS understands these circumstances arise and believes these scenarios present an appropriate situation for DHS to directly evaluate the nonimmigrant's eligibility for additional time in the United States. However, instead of effectively extending their stay through a DSO's program extension recommendation in SEVIS, students will have to obtain a Form I-20 from the DSO recommending a program extension and apply to USCIS for an EOS. Immigration officers thereby will be able to conduct appropriate background and security checks on the applicant at the time of the EOS application and directly review the proffered evidence to ensure that the alien is eligible for the requested EOS, including through assessing whether the alien remains admissible. See 8 CFR 214.1(a)(3)(i). This extra step is necessary because an immigration officer will be able to see a more fulsome picture while considering the student's particular circumstances, and be able to identify potential fraud and criminality, thereby ensuring public safety and program integrity."
65a2e61fa19416e7:C04,5,91 FR 45108,agency_explanation,,"If an F-1 student were to violate the terms of his or her F-1 status, the F-1 student would need to apply to USCIS for reinstatement, consistent with 8 CFR 214.2(f)(16). If a student is reinstated and his or her admit until date expires within 6 months, but the student is unable to complete his or her program of study within that time, then the F-1 student also would need to apply to USCIS for an EOS. In that scenario, the F-1 student would need to make separate requests for reinstatement and for EOS by submitting a separate form for each request, including the required filing fee for each form, by marking reinstatement on one form and then EOS on the other. Both forms can then be submitted together at the same time to avoid unnecessary adjudication delays. In the event both forms are submitted together, and the F-1 student's application to reinstate student status is denied, his or her application for EOS would also be denied, with both filing fees being retained by USCIS and not refunded."
de5a27e8831b88a5:C05,1,91 FR 44979,agency_explanation,,Decreasing the period allowed for F-1 nonimmigrants to prepare to depart from the United States after completion of a course of study or an authorized period of post-completion practical training from 60 to 30 days;
de5a27e8831b88a5:C05,2,8 CFR 214.1(m)(1)(i),regulatory_text,,"(i) Notwithstanding this paragraph (m)(1), an F-1 student recommended for post-completion OPT who files before his or her period of admission expires, including the 60 day departure period, an Application for Employment Authorization, Form I-765, or successor form on the form and in the manner designated by USCIS, with the required fee, as described in the form's instructions, on or before March 18, 2027, is not required to file an Application to Extend/Change Nonimmigrant Status, Form I-539, or successor form for the requested period of post-completion OPT. An F-1 student recommended for STEM OPT who files, prior to the expiration of his or her current OPT Employment Authorization Document, Form I-766, or successor form, an Application for Employment Authorization, Form I-765, or successor form on or before March 18, 2027, is not required to file an Application to Extend/Change Nonimmigrant Status, Form I-539, or successor form for the requested period of STEM OPT. If the alien's application for post-completion OPT or STEM OPT employment authorization is approved, the alien will be authorized to remain in the United States in F status until the expiration date of the Employment Authorization Document, plus 60 days. If the employment authorization application is denied, the F-1 student would continue to be authorized to remain in the United States until the program end date listed on their Form I-20, valid on September 15, 2026, plus 60 days, as long as he or she continues to pursue a full course of study and otherwise meets the requirements for F-1 status, or until the end date of the Employment Authorization Document for post-completion OPT, as long as he or she continues to meet the requirements for F-1 status, plus 60 days."
de5a27e8831b88a5:C05,3,91 FR 44978,agency_explanation,,"For F-1 students changing educational objectives or transferring to an SEVP-certified school, requiring that the student complete his or her first academic year of a program of study at the school that initially issued his or her Form I-20 or successor form, unless an exception is authorized by SEVP;"
de5a27e8831b88a5:C05,4,8 CFR 214.2(f)(8)(i)(B)(3),regulatory_text,,(3) Be currently completing or have completed post-completion or STEM optional practical training (OPT);
de5a27e8831b88a5:C05,5,8 CFR 214.1(a)(4)(iii),regulatory_text,,"(iii) Post-completion optional practical training (OPT) and Science, Technology, Engineering and Mathematics (STEM) OPT extension. Aliens seeking admission to the United States as an F nonimmigrant to pursue post-completion OPT or a STEM OPT extension may be admitted until the end date of the approved employment authorization for post-completion OPT or STEM OPT, or if the Application for Employment Authorization, Form I-765 (or successor form) for post-completion OPT or STEM OPT is still pending with USCIS, as evidenced by a notice issued by USCIS indicating receipt of such application, until the Designated School Official's recommended employment end date for post-completion OPT or STEM OPT specified on the Form I-20, subject to the requirements in paragraphs (c)(8) of this section and 8 CFR 274a.12(b)(6)(iv), plus a 30-day period as provided in Sec. 214.2(f)(5)(v)."
de5a27e8831b88a5:C06,1,91 FR 44979,agency_explanation,,Decreasing the period allowed for F-1 nonimmigrants to prepare to depart from the United States after completion of a course of study or an authorized period of post-completion practical training from 60 to 30 days;
de5a27e8831b88a5:C06,2,8 CFR 214.1(m)(1)(i),regulatory_text,,"(i) Notwithstanding this paragraph (m)(1), an F-1 student recommended for post-completion OPT who files before his or her period of admission expires, including the 60 day departure period, an Application for Employment Authorization, Form I-765, or successor form on the form and in the manner designated by USCIS, with the required fee, as described in the form's instructions, on or before March 18, 2027, is not required to file an Application to Extend/Change Nonimmigrant Status, Form I-539, or successor form for the requested period of post-completion OPT. An F-1 student recommended for STEM OPT who files, prior to the expiration of his or her current OPT Employment Authorization Document, Form I-766, or successor form, an Application for Employment Authorization, Form I-765, or successor form on or before March 18, 2027, is not required to file an Application to Extend/Change Nonimmigrant Status, Form I-539, or successor form for the requested period of STEM OPT. If the alien's application for post-completion OPT or STEM OPT employment authorization is approved, the alien will be authorized to remain in the United States in F status until the expiration date of the Employment Authorization Document, plus 60 days. If the employment authorization application is denied, the F-1 student would continue to be authorized to remain in the United States until the program end date listed on their Form I-20, valid on September 15, 2026, plus 60 days, as long as he or she continues to pursue a full course of study and otherwise meets the requirements for F-1 status, or until the end date of the Employment Authorization Document for post-completion OPT, as long as he or she continues to meet the requirements for F-1 status, plus 60 days."
de5a27e8831b88a5:C06,3,8 CFR 214.1(m)(1),regulatory_text,,"(m) Transition period from duration of status to a fixed admission date--(1) Transition from duration of status admission to a fixed admission period for aliens properly maintaining F and J status on September 15, 2026. Aliens with F or J status who are properly maintaining their status on September 15, 2026, and who were admitted for duration of status are authorized to remain in the United States in F or J nonimmigrant status until the later date of either the expiration date on an Employment Authorization Document, Form I-766, or successor form, or the program end date noted on their Form I-20 or Form DS-2019, as applicable, not to exceed a period of 4 years from September 15, 2026, plus the departure period of 60 days for F nonimmigrants, which is November 14, 2030, and 30 days for J nonimmigrants, which is October 15, 2030. Subject to 8 CFR 274a.14, any authorized employment or training continues until the program end date on such F or J nonimmigrant's Form I-20 or DS-2019, as applicable and as endorsed by the designated school official or responsible officer for employment or training, or expiration date on the alien's Employment Authorization Document, Form I-766, or successor form. Aliens who need additional time to complete their current program of study, including requests for post-completion optional practical training (OPT) and the Science, Technology, Engineering and Mathematics (STEM) OPT extension, or exchange visitor program, including academic training, or would like to start a new program of study or exchange visitor program must apply for an extension of stay with USCIS in accordance with paragraph (c)(2) of this section for an admission period to a fixed date."
de5a27e8831b88a5:C06,4,91 FR 45105,agency_explanation,,"Since an F-1 student now has 30 days, rather than the previously allotted 60 days, to depart the country or to otherwise maintain status after their completion of their program or program end date, it follows that they need to file a Form I-765 or successor form for post-completion OPT within 30 days, rather than the previously allotted 60 days, after their program end date. See new 8 CFR 214.2(f)(11)(i)(B)(2). This has been retained in the final rule."
de5a27e8831b88a5:C06,5,91 FR 45114,agency_explanation,,"I nonimmigrants who file a Form I-539 request with USCIS to request a change in information medium are currently allowed an automatic extension of employment authorization with the same employer while a Form I-539 application is pending for a period not to exceed 240 days, 8 CFR 274a.12(b)(20), DHS believes it is appropriate to extend such period of time to most other I nonimmigrant contexts. As stated in new 8 CFR 214.2(i)(5), an I nonimmigrant may continue activities consistent with the I classification while the timely application for EOS is pending, as provided for in 8 CFR 274a.12(b)(20), for a period not to exceed 240 days or the actual additional time requested on the EOS application, whichever is shorter (with the exception of an I nonimmigrant submitting a passport from the PRC, except Hong Kong SAR and Macau SAR, who can request extensions of up to 90 days), and beginning on the date of the expiration of the authorized period of stay."
de5a27e8831b88a5:C14,1,90 FR 42073,agency_explanation,,"Limiting language training students to an aggregate 24-month period of stay, including breaks and an annual vacation;"
de5a27e8831b88a5:C14,2,8 CFR 214.1(m)(1)(i),regulatory_text,,"(i) Notwithstanding paragraph (m)(1) of this section, an F-1 student recommended for post-completion OPT who files before his or her period of admission expires, including the 60 day departure period, an Application for Employment Authorization, Form I-765, or successor form on the form and in the manner designated by USCIS, with the required fee, as described in the form's instructions, on or before [DHS WILL INSERT DATE SIX MONTHS AFTER THE EFFECTIVE DATE OF THE FINAL RULE], is not required to file an Application to Extend/Change Nonimmigrant Status, Form I-539, or successor form for the requested period of post-completion OPT. An F-1 student recommended for STEM OPT who files, prior to his or her current OPT Employment Authorization Document, Form I-766, or successor form expires, an Application for Employment Authorization, Form I-765, or successor form on or before [DHS WILL INSERT DATE SIX MONTHS AFTER THE EFFECTIVE DATE OF THE FINAL RULE], is not required to file an Application to Extend/Change Nonimmigrant Status, Form I-539, or successor form for the requested period of STEM OPT. If the alien's application for post-completion OPT or STEM-OPT employment authorization is approved, the alien will be authorized to remain in the United States in F status until the expiration date of the employment authorization document, plus 60 days. If the employment authorization application is denied, the F-1 student would continue to be authorized to remain in the United States until the program end date listed on their Form I-20, valid on [DHS WILL INSERT DATE 60 DAYS AFTER DATE OF PUBLICATION OF THE FINAL RULE] plus 60 days, as long as he or she continues to pursue a full course of study and otherwise meets the requirements for F-1 status, or until the end date of the employment authorization document for post-completion OPT, as long as he or she continues to meet the requirements for F-1 status, plus 60 days."
de5a27e8831b88a5:C14,3,8 CFR 214.2(i)(3)(ii),regulatory_text,,"(ii) Foreign nationals travelling on a passport issued by the People's Republic of China (with the exception of Hong Kong Special Administrative Region passport holders and Macau Special Administrative Region passport holders). An alien who presents a passport from the People's Republic of China (with the exception of Hong Kong Special Administrative Region passport holders and Macau Special Administrative Region passport holders), may be admitted until the activities or assignments consistent with the I classification are completed, not to exceed 90 days."
de5a27e8831b88a5:C14,4,90 FR 42087,agency_explanation,,"Fifth, F-1 students in a language training program would be restricted to an aggregate of 24 months of language study, which would include breaks and an annual vacation. See proposed 8 CFR 214.2(f)(5)(i)(A). DHS is proposing this limitation as a way to prevent abuse of the F-1 program. Public Law 111-306, enacted on December 14, 2010, and effective since 2011, requires language training schools enrolling F-1 students to be accredited by an accrediting agency recognized by ED. DHS has found students enrolling in lengthy periods of language training, in some cases for more than two decades.[^101] DHS has also identified students who enrolled in language training programs despite previously being enrolled in or completing undergraduate and graduate programs requiring English language proficiency.[^102] Unlike degree programs that typically have prescribed course completion requirements, there are no nationally-recognized, standard completion requirements for language training programs and students are able to enroll in language training programs for lengthy periods of time. The lengthy enrollment in a language program, including enrollment in language courses for long periods subsequent to completion of a program of study that requires proficiency in English, raises concerns about whether the F-1 nonimmigrants meet the statutory definition of a bona fide student with the intent of entering the United States for temporary study.[^103] Therefore, DHS proposes a 24-month aggregate limit for F-1 students to participate in a language training program, as it would provide a reasonable period of time for students to attain proficiency while mitigating the Department's concerns about the integrity of the program. This timeframe generally comports with the amount of time needed to gain the highest level of English proficiency under the Cambridge English Exam.[^104]"
de5a27e8831b88a5:C14,5,8 CFR 214.1(a)(4)(iii),regulatory_text,,"(iii) Post-completion Optional Practical Training (OPT) and Science Technology Engineering and Mathematics (STEM) OPT extension. Aliens seeking admission to the United States as an F nonimmigrant to pursue post-completion OPT or a STEM OPT extension may be admitted until the end date of the approved employment authorization for post-completion OPT or STEM OPT, or if the Application for Employment Authorization, Form I-765 or successor form for post-completion OPT or STEM OPT is still pending with USCIS, as evidenced by a notice issued by USCIS indicating receipt of such application, until the Designated School Official's recommended employment end date for post-completion OPT or STEM OPT specified on the Form I-20, subject to the requirements in paragraphs (c)(8) of this section and 8 CFR 274a.12(b)(6)(iv), plus a 30-day period as provided in 8 CFR 214.2(f)(5)(v)."
de5a27e8831b88a5:C16,1,8 CFR 214.1(m)(1)(i),regulatory_text,,"(i) Notwithstanding paragraph (m)(1) of this section, an F-1 student recommended for post-completion OPT who files before his or her period of admission expires, including the 60 day departure period, an Application for Employment Authorization, Form I-765, or successor form on the form and in the manner designated by USCIS, with the required fee, as described in the form's instructions, on or before [DHS WILL INSERT DATE SIX MONTHS AFTER THE EFFECTIVE DATE OF THE FINAL RULE], is not required to file an Application to Extend/Change Nonimmigrant Status, Form I-539, or successor form for the requested period of post-completion OPT. An F-1 student recommended for STEM OPT who files, prior to his or her current OPT Employment Authorization Document, Form I-766, or successor form expires, an Application for Employment Authorization, Form I-765, or successor form on or before [DHS WILL INSERT DATE SIX MONTHS AFTER THE EFFECTIVE DATE OF THE FINAL RULE], is not required to file an Application to Extend/Change Nonimmigrant Status, Form I-539, or successor form for the requested period of STEM OPT. If the alien's application for post-completion OPT or STEM-OPT employment authorization is approved, the alien will be authorized to remain in the United States in F status until the expiration date of the employment authorization document, plus 60 days. If the employment authorization application is denied, the F-1 student would continue to be authorized to remain in the United States until the program end date listed on their Form I-20, valid on [DHS WILL INSERT DATE 60 DAYS AFTER DATE OF PUBLICATION OF THE FINAL RULE] plus 60 days, as long as he or she continues to pursue a full course of study and otherwise meets the requirements for F-1 status, or until the end date of the employment authorization document for post-completion OPT, as long as he or she continues to meet the requirements for F-1 status, plus 60 days."
de5a27e8831b88a5:C16,2,8 CFR 214.1(m)(1),regulatory_text,,"(1) Transition from duration of status admission to a fixed admission period for aliens properly maintaining F and J status on [DHS WILL INSERT DATE 60 DAYS AFTER DATE OF PUBLICATION OF THE FINAL RULE]. Aliens with F or J status who are properly maintaining their status on [DHS WILL INSERT DATE 60 DAYS AFTER DATE OF PUBLICATION OF THE FINAL RULE] and who were admitted for duration of status are authorized to remain in the United States in F or J nonimmigrant status until the later date of either the expiration date on an Employment Authorization Document, Form I-766, or successor form or the program end date noted on their Form I-20 or Form DS-2019, as applicable, not to exceed a period of 4 years from [DHS WILL INSERT DATE 60 DAYS AFTER DATE OF PUBLICATION OF THE FINAL RULE], plus the departure period of 60 days for F nonimmigrants, which is [DHS WILL INSERT DATE 4 YEARS AND 120 DAYS AFTER DATE OF PUBLICATION OF THE FINAL RULE], and 30 days for J nonimmigrants, which is [DHS WILL INSERT DATE 4 YEARS AND 90 DAYS AFTER DATE OF PUBLICATION OF THE FINAL RULE]. Subject to 8 CFR 274a.14, any authorized employment or training continues until the program end date on such F or J nonimmigrant's Form I-20 or DS-2019, as applicable and as endorsed by the designated school official or responsible officer for employment or training, or expiration date on the alien's Employment Authorization Document, Form I-766, or successor form. Aliens who need additional time to complete their current program of study, including requests for post-completion optional practical training (OPT) and Science Technology Engineering and Mathematics (STEM) OPT, or exchange visitor program, including academic training, or would like to start a new program of study or exchange visitor program must apply for an extension of stay with USCIS in accordance with paragraph (c)(2) of this section for an admission period to a fixed date."
de5a27e8831b88a5:C16,3,90 FR 42073,agency_explanation,,Decreasing from 60 to 30 days the allowed period for F-1 nonimmigrants to prepare to depart from the United States after completion of a course of study or authorized period of post-completion practical training;
de5a27e8831b88a5:C16,4,90 FR 42084,agency_explanation,,"For those aliens in F-1 status, admitted for D/S, present in the United States 60 days after the final rule publication who have timely filed on or before 6 months after the effective date of the final rule for an application for post-completion OPT or a STEM OPT extension, there would not be a requirement to file an EOS application, and, instead, they would be required to file the application for employment authorization for post-completion OPT or a STEM OPT extension. See proposed 8 CFR 214.1(m)(1)(i). An F-1 nonimmigrant who departs the United States before filing the application for post-completion OPT or STEM OPT, and is subsequently admitted to the United States with a fixed period of admission would be required to file both an application for employment authorization, (Form I-765 or successor form) and an EOS (Form I-539, or successor form), pursuant to 8 CFR 214.2(f)(11)(i)(B)(2) or (C). As discussed above concerning the general period of admissibility, an F-1 nonimmigrant who departs the United States while the application for employment authorization for post-completion OPT or STEM OPT is pending or once approved would be admitted for a fixed admission period pursuant to 8 CFR 214.1(a)(4)(iii). F-1 nonimmigrants who file for employment authorization for STEM OPT would remain eligible for the 180-day extension of their post-completion OPT EAD while their application for STEM OPT is pending pursuant to 8 CFR 274a.12(b)(6)(iv)."
de5a27e8831b88a5:C16,5,90 FR 42087,agency_explanation,,"Sixth, DHS proposes students with pending employment authorization applications who are admitted based on the DSO's recommended employment end date for post-completion OPT or STEM OPT specified on their Form I-20, with a notice issued by USCIS indicating receipt of the Application for Employment Authorization, Form I-765 or successor form for post-completion OPT or STEM OPT, and who cease employment authorized pursuant to a post-completion OPT- or STEM OPT-based EAD that expires before the alien's fixed date of admission as noted on their Arrival-Departure Record (Form I-94 or successor form), be considered to be in the United States in a period of authorized stay from the date of the expiration noted on their EAD until the fixed date of admission as noted on their I-94 (unless the student violates the terms of the authorized stay). See proposed 8 CFR 214.2(f)(5)(i)(D)."
de5a27e8831b88a5:C04,1,91 FR 44976,front_matter,,"The Department of Homeland Security (DHS) is amending its regulations to change the admission period in the F, J, and I classifications from duration of status to an admission for a fixed time period, and additional changes to admission and extension requirements. This final rule will provide additional protections and oversight of these nonimmigrant categories and will allow DHS to better evaluate whether these nonimmigrants are maintaining status while temporarily in the United States. This final rule provides amendments to the proposed rule covering this topic that was published in the Federal Register on August 28, 2025."
de5a27e8831b88a5:C04,2,8 CFR 214.2(j)(1)(ii)(A),regulatory_text,,"(ii) Admission period and period of stay--(A) J-1 exchange visitor. A J-1 exchange visitor may be admitted for the duration of the exchange visitor program, as stated by the program end date noted on Form DS-2019 or successor form, not to exceed a period of 4 years."
de5a27e8831b88a5:C04,3,8 CFR 214.1(m)(1),regulatory_text,,"(m) Transition period from duration of status to a fixed admission date--(1) Transition from duration of status admission to a fixed admission period for aliens properly maintaining F and J status on September 15, 2026. Aliens with F or J status who are properly maintaining their status on September 15, 2026, and who were admitted for duration of status are authorized to remain in the United States in F or J nonimmigrant status until the later date of either the expiration date on an Employment Authorization Document, Form I-766, or successor form, or the program end date noted on their Form I-20 or Form DS-2019, as applicable, not to exceed a period of 4 years from September 15, 2026, plus the departure period of 60 days for F nonimmigrants, which is November 14, 2030, and 30 days for J nonimmigrants, which is October 15, 2030. Subject to 8 CFR 274a.14, any authorized employment or training continues until the program end date on such F or J nonimmigrant's Form I-20 or DS-2019, as applicable and as endorsed by the designated school official or responsible officer for employment or training, or expiration date on the alien's Employment Authorization Document, Form I-766, or successor form. Aliens who need additional time to complete their current program of study, including requests for post-completion optional practical training (OPT) and the Science, Technology, Engineering and Mathematics (STEM) OPT extension, or exchange visitor program, including academic training, or would like to start a new program of study or exchange visitor program must apply for an extension of stay with USCIS in accordance with paragraph (c)(2) of this section for an admission period to a fixed date."
de5a27e8831b88a5:C04,4,91 FR 45101–45102,agency_explanation,,"DHS considered the effect of transitioning to a fixed period of admission on F and J nonimmigrants originally admitted for D/S who chose to temporarily come to the United States to pursue a program of study or an exchange visitor program. DHS believes the changes will not significantly affect the interests of these nonimmigrants admitted in D/S. DHS is not changing the fundamental requirements to qualify for these nonimmigrant statuses, rather it is only changing the length of time that an individual may lawfully remain in the United States in F or J status without filing an EOS application. Admitting these classifications of nonimmigrants for a fixed period of admission simply confirms that the admission is temporary and clearly communicates when that temporary admission period ends. Further, as is the case for the fixed period of admission policy more generally, a fixed date of admission simply places these nonimmigrants in the same position as most other nonimmigrants who are temporarily in the United States. They will still be able to continue to pursue their full course of study or exchange program; however, if they need additional time in F or J status, the burden will now be on them to request authorization directly from DHS and establish eligibility to extend their period of stay in such status, whereas previously they obtained an extension of lawful status in conjunction with a program extension through a DSO or RO."
6106154cd96d400d:C02,1,8 CFR 214.2(i)(3)(ii),regulatory_text,,"(ii) Foreign nationals travelling on a passport issued by the People's Republic of China (with the exception of Hong Kong Special Administrative Region passport holders and Macau Special Administrative Region passport holders). An alien who presents a passport from the People's Republic of China (with the exception of Hong Kong Special Administrative Region passport holders and Macau Special Administrative Region passport holders), may be admitted until the activities or assignments consistent with the I classification are completed, not to exceed 90 days."
6106154cd96d400d:C02,2,8 CFR 214.2(j)(1)(ii)(A),regulatory_text,,"(ii) Admission period and period of stay--(A) J-1 exchange visitor. A J-1 exchange visitor may be admitted for the duration of the exchange visitor program, as stated by the program end date noted on Form DS-2019 or successor form, not to exceed a period of 4 years."
6106154cd96d400d:C02,3,8 CFR 214.2(f)(5)(i)(E),regulatory_text,,(E) The authorized period of stay for F-2 dependents may not exceed the authorized period of stay of the principal F-1 student.
6106154cd96d400d:C02,4,91 FR 44977,agency_explanation,,"For F and J visa holders, the Immigration and Nationality Act (INA) specifically states that aliens must have a residence in a foreign country which they have no intention of abandoning and seek to enter the United States temporarily,[^15] yet, DHS has many examples of students and exchange visitors staying for decades in their student or exchange visitor status.[^16]"
6106154cd96d400d:C02,5,91 FR 45119,procedural,,"The affected population of the rule are the F, J, and I visa holders, and the educational institutions and sponsors responsible for the visa holders. The major costs associated with this rule are the familiarization and advising burden incurred in year 1, EOS filing costs for visa holders, and DSO/RO burden for assisting with EOS requests. The familiarization and advising burden applies to the full population, however in different amounts. The DSOs/ROs are expected to take on more familiarization burden as they are expected to advise the F and J nonimmigrants. The DSO/RO burden for EOS requests will be borne by the educational institutions and sponsors, while the EOS filing costs will be borne by the visa holders. Familiarization costs are only accrued in the first year, and the advising burden for educational institutions and sponsors responsible for F and J visa holders is scaled to the number of F and J visa holders. Institutions that choose to engage with large numbers of F and J visa holders will incur more costs related to familiarization and adaptation. These familiarization and adaptation costs are expected to decrease after first year the rule is in effect. Educational institutions and sponsors will only accrue EOS processing costs if they enroll nonimmigrants who remain in the country beyond their program length or 4 years, whichever is shorter. Nonimmigrants who remain in the country for their allotted program length (if less than 4 years) or 4 years will not be required to file an EOS request, and not incur costs related to this rule. Only the visa holders filing EOS requests will incur these costs. DHS presents the impacts of these provisions more fully in the RIA, which is available in the docket for this final rule on www.regulations.gov."
6106154cd96d400d:C03,1,91 FR 44979,agency_explanation,,Decreasing the period allowed for F-1 nonimmigrants to prepare to depart from the United States after completion of a course of study or an authorized period of post-completion practical training from 60 to 30 days;
6106154cd96d400d:C03,2,8 CFR 214.1(m)(1),regulatory_text,,"(m) Transition period from duration of status to a fixed admission date--(1) Transition from duration of status admission to a fixed admission period for aliens properly maintaining F and J status on September 15, 2026. Aliens with F or J status who are properly maintaining their status on September 15, 2026, and who were admitted for duration of status are authorized to remain in the United States in F or J nonimmigrant status until the later date of either the expiration date on an Employment Authorization Document, Form I-766, or successor form, or the program end date noted on their Form I-20 or Form DS-2019, as applicable, not to exceed a period of 4 years from September 15, 2026, plus the departure period of 60 days for F nonimmigrants, which is November 14, 2030, and 30 days for J nonimmigrants, which is October 15, 2030. Subject to 8 CFR 274a.14, any authorized employment or training continues until the program end date on such F or J nonimmigrant's Form I-20 or DS-2019, as applicable and as endorsed by the designated school official or responsible officer for employment or training, or expiration date on the alien's Employment Authorization Document, Form I-766, or successor form. Aliens who need additional time to complete their current program of study, including requests for post-completion optional practical training (OPT) and the Science, Technology, Engineering and Mathematics (STEM) OPT extension, or exchange visitor program, including academic training, or would like to start a new program of study or exchange visitor program must apply for an extension of stay with USCIS in accordance with paragraph (c)(2) of this section for an admission period to a fixed date."
6106154cd96d400d:C03,3,8 CFR 214.2(j)(1)(ii)(C),regulatory_text,,"(C) Period of stay. A J-1 exchange visitor and J-2 spouse and unmarried children under the age of 21 may be admitted for a period up to 30 days before the report date or start of the approved program listed on Form DS-2019 or successor form. The dependents accompanying a J-1 exchange visitor are eligible for admission in J-2 status if the exchange visitor is admitted in J-1 status. A J-1 exchange visitor and J-2 accompanying dependents may remain in the United States for a period of 30 days from the program end date or the 4-year maximum period of admission, whichever is earlier, for the purposes of departure or to otherwise seek to maintain lawful status. The 30-day period will be reflected on the alien's Arrival/Departure Record, Form I-94 or successor form. If the program end date is shortened, the J-1 exchange visitor and any J-2 accompanying dependents must leave the United States within 30 days from the new program end date or otherwise seek to maintain lawful status in that 30-day period. The 30-day period before the indicated report date or program start date and 30 additional days following the program end date or the 4-year maximum period of admission do not count towards the maximum period of admission."
6106154cd96d400d:C03,4,91 FR 45105,agency_explanation,,"DHS retains its proposal from the NPRM to change the departure period for F nonimmigrants from 60 to 30 days. See new 8 CFR 214.2(f)(5)(v). DHS received comments on this change, and those comments are discussed elsewhere in this preamble. DHS made this change for several reasons as discussed in the NPRM. The 60 days previously provided to F-1s to prepare for departure was twice as long as that of other SEVP programs (M and J nonimmigrants). See new 8 CFR 214.2(j)(1)(ii) and 8 CFR 214.2(m)(10)(i). In addition, this 60-day period is also six times longer than certain nonimmigrants who are authorized to remain in the United States for years but are only provided with a 10-day period to depart the United States."
6106154cd96d400d:C03,5,91 FR 45105,agency_explanation,,"As discussed within the NPRM, DHS believes that 30 days for the F nonimmigrant population is the appropriate balance between a 60-day and a 10-day period of departure and has retained the proposed 30-day departure period for F-1 nonimmigrants in the final rule.[^322] Similarly, DHS notes that seeking an EOS or change of status is an allowable activity for F-1 nonimmigrants during the 30-day departure period following the completion of their program and incorporated this clarification in the proposed rule and retains it in the final rule. See new 8 CFR 214.2(f)(5)(v)."
